cik,manager,manager_type,period,total_value_x,n_positions_x,ADD,EXIT,HOLD,NEW,TRIM,net_flow,gross_flow,price_effect,turnover,prev_value,value_chg_pct,total_value_y,n_positions_y,top10_weight,hhi,effective_n,options_share,put_share,etf_share,credit_share,inferred_type,inferred_conf,inferred_reason
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2014-03-31,51689645000.0,162,41.0,8.0,81.0,8.0,32.0,2273908201.2240777,13081945620.163181,1095771798.7759225,0.2616137713198398,48319965000.0,0.06973680547988814,51689645000.0,162,0.25659661620813995,0.012570910303387892,79.54873401097274,0.021814659396480668,0.015005500618160562,0.07469244565328317,0.0,Quant / Systematic,0.8,"162 positions, top-10 26%; turnover 26%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2014-06-30,48860570000.0,162,34.0,16.0,69.0,16.0,43.0,-4469343303.822717,20521492120.701138,1640268303.8227172,0.4081839530766023,51689645000.0,-0.05473194872976972,48860570000.0,162,0.2308689808571615,0.011130702426402702,89.84158965816383,0.03105006756982164,0.014956518108568934,0.0904633122372498,0.0,Quant / Systematic,0.8,"162 positions, top-10 23%; turnover 41%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2014-09-30,48816291000.0,162,36.0,10.0,78.0,10.0,38.0,-425299768.76228666,15774917490.598085,381020768.7622867,0.3230021384613923,48860570000.0,-0.0009062317529247021,48816291000.0,162,0.2203481210811366,0.01090318297503906,91.71633662292248,0.0329602468159656,0.006502603813140986,0.09611893701633334,0.0,Quant / Systematic,0.8,"162 positions, top-10 22%; turnover 32%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2014-12-31,52933153000.0,162,38.0,12.0,78.0,12.0,34.0,1842350294.8060675,17912769136.01787,2274511705.1939325,0.3520956662135249,48816291000.0,0.08433377292019184,52933153000.0,162,0.24096871765791092,0.012268041935590394,81.51260040112305,0.042570976265101756,0.006099636649265915,0.08297788344480443,0.0,Quant / Systematic,0.8,"162 positions, top-10 24%; turnover 35%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2015-03-31,57244129000.0,162,55.0,13.0,65.0,13.0,29.0,4457235687.66843,20423503965.744644,-146259687.66843066,0.3707389326548216,52933153000.0,0.0814418895469915,57244129000.0,162,0.23224075957204277,0.01155198712452575,86.56519343558855,0.05154794127446677,0.020708062480957655,0.09363220462311515,0.0,Quant / Systematic,0.8,"162 positions, top-10 23%; turnover 37%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2015-06-30,56305711000.0,162,34.0,13.0,77.0,13.0,38.0,-976289748.1059742,17510029315.143063,37871748.1059741,0.30841134281022436,57244129000.0,-0.016393261918615232,56305711000.0,162,0.2397336035770865,0.01223201757315561,81.75266214419119,0.053293066488406475,0.023018251203683407,0.07396688410523757,0.0,Quant / Systematic,0.8,"162 positions, top-10 24%; turnover 31%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2015-09-30,51151935000.0,162,34.0,14.0,73.0,14.0,41.0,-2799853813.5800066,20603157518.869167,-2353922186.4199934,0.3834656403857789,56305711000.0,-0.09153202949519634,51151935000.0,162,0.2702150563805651,0.013292291044170332,75.23157570632453,0.0520369757273112,0.037127549524763825,0.08119864869237108,0.0,Quant / Systematic,0.8,"162 positions, top-10 27%; turnover 38%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2015-12-31,58032305000.0,162,46.0,17.0,66.0,17.0,33.0,3227227769.9928274,20503901587.824657,3653142230.007173,0.37558353820706464,51151935000.0,0.1345084990430958,58032305000.0,162,0.29970484543048914,0.01463343937747702,68.33663462187465,0.06902060843524999,0.04858754102564081,0.05779985819966999,0.0,Quant / Systematic,0.8,"162 positions, top-10 30%; turnover 38%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2016-03-31,58455216000.0,162,44.0,13.0,70.0,13.0,35.0,133035753.43881403,22255638218.698997,289875246.5611859,0.3821119726412411,58032305000.0,0.007287509948122883,58455216000.0,162,0.3130195772435431,0.01690807440120433,59.14334041070768,0.07448813464310866,0.04851909194895456,0.07216344902395024,0.0013064360244601611,Quant / Systematic,0.8,"162 positions, top-10 31%; turnover 38%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2016-06-30,58356121000.0,162,38.0,15.0,71.0,15.0,38.0,-1052782894.7873495,23369168385.58152,953687894.7873496,0.4001181560927005,58455216000.0,-0.0016952293872286583,58356121000.0,162,0.3025513981643845,0.01565982126703975,63.857689238431185,0.10103169811441032,0.07470419426952658,0.06609659679059203,0.0008586931266387634,Quant / Systematic,0.8,"162 positions, top-10 30%; turnover 40%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2016-09-30,62128567000.0,162,46.0,15.0,66.0,15.0,35.0,1864350260.8440857,20270846490.84636,1908095739.1559143,0.33648834266552374,58356121000.0,0.0646452494674894,62128567000.0,162,0.3011405204308028,0.016019978831067448,62.422055019242976,0.0917831727874876,0.0697925802795355,0.07471918674705631,0.0006160933987098076,Quant / Systematic,0.8,"162 positions, top-10 30%; turnover 34%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2016-12-31,63607068000.0,162,35.0,12.0,77.0,12.0,38.0,-895080667.2309451,20410532062.705154,2373581667.230945,0.324657875433725,62128567000.0,0.02379744248728599,63607068000.0,162,0.3136292652256822,0.016884528864679494,59.22581601266268,0.09173342182664354,0.07190920983812679,0.0774004549305747,0.0006008608980373061,Quant / Systematic,0.8,"162 positions, top-10 31%; turnover 32%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2017-03-31,70535956000.0,162,44.0,12.0,76.0,12.0,30.0,2403073838.9541907,19292102554.832336,4525814161.04581,0.287634824078997,63607068000.0,0.10893267396007,70535956000.0,162,0.31236620653443753,0.016382798206654718,61.03963360751147,0.09067905735905812,0.06869465269599521,0.08789294640027279,0.0,Quant / Systematic,0.8,"162 positions, top-10 31%; turnover 29%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2017-06-30,74828768000.0,162,38.0,13.0,78.0,13.0,33.0,2590740386.3607807,22321592563.574936,1702071613.639219,0.30711154603884416,70535956000.0,0.06085991093677112,74828768000.0,162,0.31665858777736394,0.016603916063894667,60.22675591419708,0.08417358949435062,0.053144600750342434,0.09259354637510536,0.0,Quant / Systematic,0.8,"162 positions, top-10 32%; turnover 31%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2017-09-30,78991502000.0,162,40.0,15.0,75.0,15.0,32.0,687863278.2562733,21629697887.056335,3474870721.743727,0.28123338864320463,74828768000.0,0.055630128776141374,78991502000.0,162,0.33732227297057854,0.017412307050501293,57.43064357294403,0.09907817678919437,0.06485398897719402,0.0722692296697941,0.0,Quant / Systematic,0.8,"162 positions, top-10 34%; turnover 28%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2017-12-31,80313040000.0,162,37.0,15.0,77.0,15.0,33.0,-2514406015.4503427,28261115221.22803,3835944015.4503427,0.35480614509067837,78991502000.0,0.016730128767522334,80313040000.0,162,0.29491086378998976,0.015288831386004864,65.40722274662424,0.10234555932635597,0.0732792707136973,0.0712948856125979,0.0,Quant / Systematic,0.8,"162 positions, top-10 29%; turnover 35%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2018-03-31,82252362000.0,162,37.0,14.0,77.0,14.0,34.0,1770276513.4309962,23204950317.178932,169045486.56900382,0.2854844884790299,80313040000.0,0.02414703764170789,82252362000.0,162,0.31856304625027065,0.01676924550439736,59.6329751232858,0.10714559175820386,0.07871719234032452,0.058374968003958354,0.0,Quant / Systematic,0.8,"162 positions, top-10 32%; turnover 29%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2018-06-30,91194080000.0,162,39.0,13.0,76.0,13.0,34.0,7556575256.200264,29621166020.233524,1385142743.799736,0.3415598000013575,82252362000.0,0.10871077477386004,91194080000.0,162,0.34778965915331345,0.020095504047627825,49.762374590352465,0.12954329930188452,0.10983594549119856,0.06406876411275819,0.0,Quant / Systematic,0.8,"162 positions, top-10 35%; turnover 34%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2018-09-30,94653331000.0,162,38.0,18.0,70.0,18.0,36.0,-4805146606.21002,33418634384.163727,8264397606.21002,0.359635188936409,91194080000.0,0.03793284607948233,94653331000.0,162,0.34271121425193163,0.018693832172362364,53.49357963523585,0.11733500430111646,0.08771870902250656,0.06202510717768612,0.0,Quant / Systematic,0.8,"162 positions, top-10 34%; turnover 36%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2018-12-31,77892469000.0,162,37.0,14.0,77.0,14.0,34.0,-4171513842.506759,28252402294.971024,-12589348157.49324,0.3274771370264709,94653331000.0,-0.17707630384397144,77892469000.0,162,0.34065456315167003,0.01730938060531846,57.77214233146743,0.09528700393358952,0.05955906982483762,0.07541351654933419,0.0,Quant / Systematic,0.8,"162 positions, top-10 34%; turnover 33%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2019-03-31,103483365000.0,162,41.0,14.0,70.0,14.0,37.0,13501114623.078064,32710318006.09366,12089781376.921936,0.36069102795793245,77892469000.0,0.3285413381876494,103483365000.0,162,0.41666667874590274,0.026108470670205584,38.30174553813212,0.1274318244289795,0.09449717836291853,0.06778868275108758,0.0,Quant / Systematic,0.8,"162 positions, top-10 42%; turnover 36%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2019-06-30,113993775000.0,162,43.0,20.0,64.0,20.0,35.0,3733736964.1414647,37329739793.658936,6776673035.858536,0.3432980569236742,103483365000.0,0.10156617925982592,113993775000.0,162,0.4061141847438599,0.025613325890429126,39.04217688393477,0.07474578326755123,0.05194219596640255,0.07298921366539532,0.0,Quant / Systematic,0.8,"162 positions, top-10 41%; turnover 34%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2019-09-30,123979588000.0,162,37.0,11.0,81.0,11.0,33.0,7600048551.940185,28408618305.489777,2385764448.0598154,0.23875460637575455,113993775000.0,0.08759963427827522,123979588000.0,162,0.41645739297020407,0.02784581603984334,35.912037864831994,0.09264062080928999,0.06896544937703777,0.0682126157734933,0.0,Quant / Systematic,0.8,"162 positions, top-10 42%; turnover 24%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2019-12-31,143986187000.0,162,35.0,16.0,75.0,16.0,36.0,10789748745.482988,48296207010.42486,9216850254.517012,0.36046548862760447,123979588000.0,0.1613701039238815,143986187000.0,162,0.45126901652031387,0.0342934896945816,29.160053669253756,0.10564660622619307,0.08408551717533849,0.060105446086991664,0.0,Long-only Stock Picker,0.5,turnover 36%
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2020-03-31,118410701000.0,165,35.0,8.0,89.0,11.0,30.0,3176970323.457062,18280332870.686325,-28752456323.45706,0.13933345787764317,143986187000.0,-0.1776245800578079,118410701000.0,165,0.43730398150417166,0.03137197142087778,31.87558686013938,0.1001446397990668,0.078824404561206,0.06374952547574227,0.0,Index / Broad Asset Manager,0.8,"165 positions, top-10 44%; turnover 14%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2020-06-30,135135778000.0,162,34.0,16.0,74.0,13.0,41.0,-6899581055.971567,36418863090.04717,23624658055.97157,0.287275636669734,118410701000.0,0.14124633043089574,135135778000.0,162,0.4463334425025473,0.03315552721095773,30.160883693307863,0.10426560018768678,0.08311742579378201,0.05536846800112403,0.0,Quant / Systematic,0.8,"162 positions, top-10 45%; turnover 29%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2020-09-30,135607722000.0,162,37.0,14.0,77.0,14.0,34.0,-13617669733.404068,54196218700.47966,14089613733.404068,0.4003510237584995,135135778000.0,0.003492368986102168,135607722000.0,162,0.3990352481549686,0.02498877857294507,40.01796234581402,0.07568552770173369,0.05468182704226829,0.053832723478682135,0.0,Quant / Systematic,0.8,"162 positions, top-10 40%; turnover 40%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2020-12-31,153427360000.0,162,32.0,15.0,66.0,15.0,49.0,-765984337.8207617,39175188134.464226,18585622337.820763,0.2710756622579416,135607722000.0,0.1314057764350618,153427360000.0,162,0.3916016087352347,0.027707964637915507,36.09070579769698,0.05904100155278694,0.0362078380283673,0.05807583471422568,0.005360354241903139,Quant / Systematic,0.8,"162 positions, top-10 39%; turnover 27%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2021-03-31,166863691000.0,162,28.0,14.0,85.0,14.0,35.0,-1744723499.0625017,46004650845.61046,15181054499.062502,0.28726778785717905,153427360000.0,0.08757454341911375,166863691000.0,162,0.3966247756080141,0.03332920631506507,30.003714776369932,0.04485477910230333,0.03257377903740605,0.05109884570394646,0.005790858359953215,Quant / Systematic,0.8,"162 positions, top-10 40%; turnover 29%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2021-06-30,166567873000.0,162,30.0,14.0,77.0,14.0,41.0,-15158288701.87585,54939130525.381195,14862470701.87585,0.32953767103693393,166863691000.0,-0.0017728122770579446,166567873000.0,162,0.35422894545816763,0.02242981599584508,44.58351331037406,0.03788548707709079,0.019813784858740437,0.052377189207428974,0.007418015117477066,Quant / Systematic,0.8,"162 positions, top-10 35%; turnover 33%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2021-09-30,175445544000.0,162,51.0,13.0,73.0,13.0,25.0,10631166160.562553,57859907430.210915,-1753495160.562553,0.33834875799747305,166567873000.0,0.0532976188031169,175445544000.0,162,0.3875395661231499,0.024447371867260027,40.90419229639985,0.029011560418998158,0.01287376668854012,0.06730831533686601,0.012230604158290848,Quant / Systematic,0.8,"162 positions, top-10 39%; turnover 34%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2021-12-31,204783618000.0,162,40.0,16.0,75.0,16.0,31.0,10528640788.443972,65734241392.499954,18809433211.556026,0.34576117753166946,175445544000.0,0.1672203997383941,204783618000.0,162,0.4192800129158769,0.03193894004757564,31.30974285653873,0.036764088228971516,0.01889877734262904,0.07012496966432148,0.01077349361021642,Quant / Systematic,0.8,"162 positions, top-10 42%; turnover 35%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2022-03-31,197484495000.0,162,38.0,11.0,80.0,11.0,33.0,2120668289.480618,50592022904.63104,-9419791289.480618,0.2515338465548774,204783618000.0,-0.03564310012337024,197484495000.0,162,0.4026554793580124,0.028108138214753896,35.57688497045679,0.038075439795919166,0.020308470292819698,0.07612410786983555,0.012719201069430792,Quant / Systematic,0.8,"162 positions, top-10 40%; turnover 25%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2022-06-30,166190894000.0,162,44.0,19.0,61.0,19.0,38.0,-3802385900.8255677,61805636313.07255,-27491215099.17443,0.33989452232673656,197484495000.0,-0.15846105285379497,166190894000.0,162,0.4048523380589072,0.03055436785957492,32.72854488745794,0.04245848150982327,0.008487306169735148,0.0608022904070785,0.01484726955015959,Quant / Systematic,0.8,"162 positions, top-10 40%; turnover 34%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2022-09-30,156810948000.0,162,38.0,15.0,69.0,15.0,40.0,-1279847609.1855226,43096401606.306526,-8100098390.814477,0.26684926215564136,166190894000.0,-0.05644079392219892,156810948000.0,162,0.3955958228120654,0.02971587236942324,33.65204923376137,0.030988212634235207,0.008548950293955242,0.08297736328971113,0.0,Quant / Systematic,0.8,"162 positions, top-10 40%; turnover 27%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2022-12-31,156871552792.0,162,47.0,15.0,68.0,15.0,32.0,-7242991130.067862,49366817976.37189,7303595922.067862,0.3147565952944667,156810948000.0,0.0003864831682542924,156871552792.0,162,0.36405937226696766,0.024800944004440283,40.321045836842465,0.028809391489815577,0.017949862495041224,0.08483867460435254,0.0,Quant / Systematic,0.8,"162 positions, top-10 36%; turnover 31%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2023-03-31,181885175769.0,162,44.0,17.0,76.0,17.0,25.0,13293129845.691353,51850105565.33817,11720493131.30865,0.3061200040842968,156871552792.0,0.1594528933500532,181885175769.0,162,0.3735910755657159,0.02221156317718606,45.02159492435543,0.03530339764552931,0.023502418902071814,0.08038792477276768,0.0,Quant / Systematic,0.8,"162 positions, top-10 37%; turnover 31%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2023-06-30,191073028871.0,162,33.0,12.0,85.0,12.0,32.0,-10475040573.925875,62470668482.76137,19662893675.925873,0.33500090737009813,181885175769.0,0.050514579119239844,191073028871.0,162,0.359713767746902,0.018938674571538236,52.802005558659225,0.052838627296876016,0.032021172339978615,0.06149981468045643,0.0,Quant / Systematic,0.8,"162 positions, top-10 36%; turnover 34%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2023-09-30,181485801464.0,162,49.0,15.0,61.0,15.0,37.0,-999404134.3317909,55470248831.321106,-8587823272.668209,0.29777980987025854,191073028871.0,-0.05017572319677133,181485801464.0,162,0.35863188068136975,0.01869143060558756,53.50045275298847,0.055736023454190146,0.03359064874950707,0.0740775983550801,0.0036051953195346087,Quant / Systematic,0.8,"162 positions, top-10 36%; turnover 30%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2023-12-31,212547406738.0,162,45.0,16.0,70.0,16.0,31.0,11317256576.046343,75876203293.49376,19744348697.953655,0.3851259320995912,181485801464.0,0.17115171007006547,212547406738.0,162,0.3900718169909211,0.023168310561730777,43.16240484326862,0.03796023602840557,0.0220270786402541,0.06221689354836884,0.003208622591385738,Quant / Systematic,0.8,"162 positions, top-10 39%; turnover 39%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2024-03-31,255682194800.0,162,47.0,19.0,60.0,19.0,36.0,23159079948.44342,75117164245.51918,19975708113.55658,0.3208561099032647,212547406738.0,0.202941963508267,255682194800.0,162,0.41399926656918706,0.025735061910141195,38.857493465206645,0.03715054455954631,0.022726035113806838,0.06323750162050784,0.004704269990097879,Quant / Systematic,0.8,"162 positions, top-10 41%; turnover 32%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2024-06-30,268465362491.0,162,44.0,24.0,58.0,24.0,36.0,3437131256.646797,101230199068.22464,9346036434.353203,0.38626603390626096,255682194800.0,0.049996315547116144,268465362491.0,162,0.395061373854348,0.024465854088356616,40.8732920742752,0.04924412140669803,0.02517338749138098,0.06884195408120694,0.006825911350338289,Quant / Systematic,0.8,"162 positions, top-10 40%; turnover 39%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2024-09-30,297801206668.0,162,45.0,13.0,64.0,13.0,40.0,12009677316.554243,102562651997.5883,17326166860.445755,0.3622415928593874,268465362491.0,0.10927236163653498,297801206668.0,162,0.4258585918907476,0.027604853616785444,36.225513595621415,0.03265309232222429,0.021951399747979747,0.05867533242227662,0.006357451452876999,Quant / Systematic,0.8,"162 positions, top-10 43%; turnover 36%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2024-12-31,297165028861.0,162,43.0,18.0,68.0,18.0,33.0,-10610697746.66312,92172765040.73804,9974519939.66312,0.30984200291226555,297801206668.0,-0.0021362499303411164,297165028861.0,162,0.4259712191645875,0.02713851857069166,36.84799512527384,0.041873901867572956,0.029253564618016495,0.045672715336058295,0.011465168267137041,Quant / Systematic,0.8,"162 positions, top-10 43%; turnover 31%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2025-03-31,304473022347.0,162,36.0,19.0,79.0,19.0,28.0,22106323525.236675,84884399785.88034,-14798330039.236675,0.28217763027270315,297165028861.0,0.024592373853715932,304473022347.0,162,0.44789847803191984,0.027905858717066585,35.83476896872637,0.046410571491931826,0.036133716505305356,0.04193977271472971,0.011365148913115505,Quant / Systematic,0.8,"162 positions, top-10 45%; turnover 28%"
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2025-06-30,342108437914.0,162,38.0,20.0,71.0,20.0,33.0,11705563059.839962,108169727083.99135,25929852507.160038,0.33458963404341163,304473022347.0,0.12360837514237266,342108437914.0,162,0.4694002104074627,0.033022733173897825,30.28216939930431,0.045821830334218994,0.03147182502323014,0.04263520230292194,0.005433548623747436,Long-only Stock Picker,0.5,turnover 33%
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2025-09-30,358947128996.0,162,36.0,14.0,77.0,14.0,35.0,-16647543691.0,99868170773.0,33486234773.0,0.2849080029795152,342108437914.0,0.04922033254915781,358947128996.0,162,0.4527889174419644,0.027842364380257043,35.91648993391875,0.04685231336169124,0.027820151858942103,0.03940645663767832,0.009703920490303785,Long-only Stock Picker,0.5,turnover 28%
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2025-12-31,384710328510.0,162,34.0,19.0,78.0,19.0,31.0,9236425252.065197,130726870531.76938,16526774261.934801,0.3515781875440001,358947128996.0,0.07177435737140869,384710328510.0,162,0.4884695598577237,0.03618451532681171,27.636130841278067,0.05954679574817948,0.03798549332324501,0.03052031109347977,0.009005178424550533,Long-only Stock Picker,0.5,turnover 35%
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2026-03-31,425300932835.0,162,44.0,12.0,73.0,12.0,33.0,29164187201.955463,131794659331.37297,11426417123.044537,0.3254143877272318,384710328510.0,0.10550952578322814,425300932835.0,162,0.5226898756091932,0.044651055252314116,22.395887271850608,0.06857231888159163,0.04816139652095856,0.031027588942814644,0.004031705923074548,Concentrated Value,0.7,top-10 52%; turnover 33%
1009207,"D. E. Shaw & Co., Inc.",Hedge Fund - Quant,2026-06-30,433093726304.0,162,35.0,22.0,65.0,22.0,40.0,-7322424731.333702,140164757964.06335,15115218200.3337,0.32657416136454887,425300932835.0,0.018323010525874706,433093726304.0,162,0.5432062166974575,0.04754896982524612,21.030949853913558,0.08672869715188272,0.06925668560238152,0.04480505529738213,0.0,Concentrated Value,0.7,top-10 54%; turnover 33%
102909,Vanguard Group Inc,Asset Manager - Index,2011-09-30,629511104000.0,159,,,,,,,,,,,,629511104000.0,159,0.22410170544029034,0.010436152390996146,95.82075486582163,0.0,0.0,0.0,0.0,Index / Broad Asset Manager,0.8,"159 positions, top-10 22%"
102909,Vanguard Group Inc,Asset Manager - Index,2011-12-31,733811316000.0,161,3.0,0.0,156.0,2.0,0.0,25017268776.986435,25017268776.986435,79282943223.01357,0.03670044357810302,629511104000.0,0.16568446741806797,733811316000.0,161,0.21663962320254,0.010227196895918955,97.77850276834296,0.0,0.0,0.0,0.01688840813678594,Index / Broad Asset Manager,0.8,"161 positions, top-10 22%; turnover 4%"
